"Time","Self side","Rank1","Rank2","Opponent","Rank1","Rank2","Type","Size","Handicap","Result1","Result2","Result3"
2015/2/14 5:19,B,7k,-6,tukizakura,4k,-3,Ranked,19,3,W,0,16.5
2015/2/14 5:51,W,7k,-6,daniel557,7k,-6,Ranked,19,0,B,0,Res.
2015/2/16 3:26,B,7k,-6,safghjrtyu,6k,-5,Ranked,19,0,B,1,10.5
2015/2/17 4:29,B,7k,-6,FishJump,7k,-6,Ranked,19,0,W,0,Res.
2015/2/20 4:13,W,7k,-6,momose955,8k,-7,Ranked,19,0,W,1,33.5
2015/2/21 5:3,W,7k,-6,takasijp11,8k,-7,Ranked,19,0,W,1,Forf.
2015/2/21 5:28,B,7k,-6,blue1990,5k,-4,Ranked,19,2,B,1,Res.
2015/2/21 16:7,W,7k,-6,nordom,8k,-7,Ranked,19,0,W,1,1.5
2015/2/21 23:37,B,7k,-6,nozomi333,5k,-4,Ranked,19,2,B,1,Res.
2015/2/22 17:0,W,7k,-6,NeverKO,7k,-6,Ranked,19,0,B,0,Res.
2015/2/22 17:18,B,7k,-6,bazzz,6k,-5,Ranked,19,0,W,0,Res.
2015/2/24 4:59,B,7k,-6,pineinlet,7k,-6,Ranked,19,0,B,1,Forf.
2015/2/25 6:7,W,7k,-6,saka75,9k,-8,Ranked,19,2,W,1,57.5
2015/2/26 4:13,W,7k,-6,kamatari,9k,-8,Ranked,19,2,B,0,Res.
2015/2/27 5:15,W,7k,-6,saka75,9k,-8,Ranked,19,2,W,1,50.5
2015/2/28 3:51,B,7k,-6,yama,4k,-3,Ranked,19,3,W,0,Time
2015/3/2 4:2,B,7k,-6,Itarios,7k,-6,Ranked,19,0,W,0,Res.
2015/3/2 4:19,B,7k,-6,jjc,6k,-5,Ranked,19,0,W,0,Res.
2015/3/3 4:44,W,7k,-6,Boukun,8k,-7,Ranked,19,0,B,0,13.5
2015/3/7 5:27,B,7k,-6,yamatodad,5k,-4,Ranked,19,2,W,0,Res.
2015/3/7 5:33,B,7k,-6,yamatodad,5k,-4,Ranked,19,2,W,0,Res.
2015/3/8 0:12,W,7k,-6,rcsteppat,7k,-6,Ranked,19,0,W,1,42.5
2015/3/8 0:28,B,7k,-6,pogo,6k,-5,Ranked,19,0,W,0,5.5
2015/3/11 5:28,W,7k,-6,fastmat,7k,-6,Ranked,19,0,W,1,Time
2015/3/12 4:22,B,7k,-6,pepper13,5k,-4,Ranked,19,2,B,1,Time
2015/3/13 5:26,W,7k,-6,Bulldon,10k,-9,Ranked,19,3,W,1,Res.
2015/3/14 3:57,W,7k,-6,budgie,10k,-9,Ranked,19,3,W,1,Res.
2015/3/14 4:27,W,7k,-6,Mendieta,8k,-7,Ranked,19,0,W,1,22.5
2015/3/15 4:34,B,7k,-6,Meep,2k,-1,Ranked,19,5,W,0,Res.
2015/3/15 4:42,W,7k,-6,emiliusko,8k,-7,Ranked,19,0,B,0,Time
2015/3/15 5:18,B,7k,-6,Jakunen,1k,0,Ranked,19,6,W,0,Res.
2015/3/22 1:3,B,7k,-6,KyuBeard,5k,-4,Ranked,19,2,W,0,Res.
2015/3/22 1:28,B,7k,-6,ootu504,6k,-5,Ranked,19,0,B,1,Res.
2015/3/24 4:47,B,7k,-6,sakuras,7k,-6,Ranked,19,0,B,1,Res.
2015/3/25 4:40,B,7k,-6,mytenuki,4k,-3,Ranked,19,3,B,1,Res.
2015/3/26 5:16,B,7k,-6,m63pvt,7k,-6,Ranked,19,0,W,0,Res.
2015/3/28 4:22,W,7k,-6,zarigon,9k,-8,Ranked,19,2,W,1,Res.
2015/3/28 5:52,W,7k,-6,Granite,7k,-6,Ranked,19,0,W,1,9.5
2015/3/28 20:12,W,7k,-6,Theresia,9k,-8,Ranked,19,2,W,1,21.5
2015/3/28 22:55,B,7k,-6,Justin9202,7k,-6,Ranked,19,0,B,1,19.5
2015/3/28 23:34,B,7k,-6,sleeples,7k,-6,Ranked,19,0,B,1,Res.
2015/3/29 4:54,B,7k,-6,ekifukki,4k,-3,Ranked,19,3,W,0,Res.
2015/3/29 5:37,B,7k,-6,siryuu,5k,-4,Ranked,19,2,W,0,Res.
2015/4/6 5:6,W,7k,-6,ice47,7k,-6,Ranked,19,0,B,0,Res.
2015/4/6 5:17,B,7k,-6,lodestone,5k,-4,Ranked,19,2,B,1,Time
2015/4/8 3:38,W,7k,-6,saka75,9k,-8,Ranked,19,2,W,1,Res.
2015/4/8 3:53,W,7k,-6,saka75,9k,-8,Ranked,19,2,W,1,19.5
2015/4/9 4:12,B,7k,-6,thomb,6k,-5,Ranked,19,0,B,1,28.5
2015/4/11 4:47,B,7k,-6,shige,6k,-5,Ranked,19,0,B,1,Res.
2015/4/11 17:39,B,7k,-6,myushkin,5k,-4,Ranked,19,2,B,1,Res.
2015/4/12 1:57,W,6k,-5,kaikaikn,6k,-5,Ranked,19,0,W,1,Res.
2015/4/12 18:0,W,6k,-5,jasmintee,6k,-5,Ranked,19,0,W,1,Res.
2015/4/12 22:28,W,6k,-5,LouisD,7k,-6,Ranked,19,0,B,0,7.5
2015/4/14 4:1,B,6k,-5,genitleman,5k,-4,Ranked,19,0,B,1,Res.
2015/4/15 4:32,B,6k,-5,searchb,6k,-5,Ranked,19,0,W,0,Res.
2015/4/16 2:12,B,6k,-5,GoTengen,3k?,-2,Ranked,19,3,W,0,Res.
2015/4/17 3:11,W,6k,-5,noyes,6k,-5,Ranked,19,0,B,0,Res.
2015/4/18 4:48,B,6k,-5,zhzhen,6k,-5,Ranked,19,0,W,0,Res.
2015/4/18 5:37,B,6k,-5,hachi38,5k,-4,Ranked,19,0,W,0,4.5
2015/4/18 6:20,W,6k,-5,cieldefeu,6k,-5,Ranked,19,0,W,1,31.5
2015/4/20 2:19,W,6k,-5,Mysigh,6k,-5,Ranked,19,0,W,1,Res.
2015/4/21 3:20,W,6k,-5,Sparky314,10k,-9,Ranked,19,4,B,0,23.5
2015/4/21 4:12,B,6k,-5,soram,5k,-4,Ranked,19,0,B,1,45.5
2015/4/21 4:30,W,6k,-5,kappa,8k,-7,Ranked,19,2,B,0,Res.
2015/4/21 4:51,B,6k,-5,steiner,4k,-3,Ranked,19,2,W,0,Res.
2015/4/22 3:18,B,6k,-5,yutakennta,4k,-3,Ranked,19,2,B,1,24.5
2015/4/23 4:17,B,6k,-5,myopian,4k,-3,Ranked,19,2,W,0,Res.
2015/4/24 4:27,B,6k,-5,iamjoe,5k,-4,Ranked,19,0,W,0,15.5
2015/4/25 4:34,W,6k,-5,otasan00,8k,-7,Ranked,19,2,W,1,Res.
2015/4/25 4:47,B,6k,-5,shui48,4k,-3,Ranked,19,2,W,0,Res.
2015/4/25 19:9,W,6k,-5,yragan13,7k,-6,Ranked,19,0,W,1,Res.
2015/4/25 23:50,B,6k,-5,goforforgo,2k,-1,Ranked,19,4,W,0,Res.
2015/4/26 23:58,W,6k,-5,bill321,7k,-6,Ranked,19,0,W,1,Res.
2015/4/28 18:54,W,6k,-5,GoEasyOnMe,9k?,-8,Ranked,19,3,W,1,Time
2015/4/28 19:39,B,6k,-5,juhop,1k,0,Ranked,19,5,W,0,0.5
2015/4/29 0:24,W,6k,-5,socrates7,7k,-6,Ranked,19,0,W,1,Res.
2015/4/29 1:28,B,6k,-5,arararar,6k,-5,Ranked,19,0,W,0,Res.
2015/4/30 3:34,B,6k,-5,sakage,6k,-5,Ranked,19,0,B,1,Res.
2015/5/4 5:23,W,6k,-5,xantia6,6k,-5,Ranked,19,0,W,1,31.5
2015/5/5 3:6,W,6k,-5,Zaid,7k,-6,Ranked,19,0,B,0,1.5
2015/5/6 4:21,B,6k,-5,rinkuni,4k,-3,Ranked,19,2,B,1,27.5
2015/5/6 17:21,B,6k,-5,Bogdan66,4k,-3,Ranked,19,2,B,1,6.5
2015/5/6 21:26,W,6k,-5,humeniuk,7k,-6,Ranked,19,0,W,1,13.5
2015/5/7 5:43,W,6k,-5,vivaben123,6k,-5,Ranked,19,0,B,0,Res.
2015/5/8 4:26,B,6k,-5,cwsgt810,5k,-4,Ranked,19,0,B,1,Forf.
2015/5/9 4:5,B,6k,-5,motoken,3k,-2,Ranked,19,3,B,1,12.5
2015/5/9 17:46,B,6k,-5,DANcow,4k,-3,Ranked,19,2,W,0,Res.
2015/5/9 18:8,B,6k,-5,ootori,3k,-2,Ranked,19,3,W,0,Res.
2015/5/10 4:2,B,6k,-5,godiva,3k,-2,Ranked,19,3,W,0,5.5
2015/5/10 16:17,B,6k,-5,yamatodad,6k,-5,Ranked,19,0,W,0,Res.
2015/5/10 16:33,B,6k,-5,yamatodad,6k,-5,Ranked,19,0,B,1,Res.
2015/5/10 19:50,W,6k,-5,Jarvis,9k,-8,Ranked,19,0,W,1,14.5
2015/5/10 22:58,B,6k,-5,gosei67,5k,-4,Ranked,19,0,B,1,Forf.
2015/5/11 1:9,W,6k,-5,gatto,6k,-5,Ranked,19,0,W,1,Res.
2015/5/11 2:39,B,6k,-5,satosi,4k,-3,Ranked,19,2,B,1,26.5
2015/5/12 3:28,W,6k,-5,Sparky314,10k,-9,Ranked,19,4,W,1,8.5
2015/5/12 8:20,B,6k,-5,hs70,4k,-3,Ranked,19,2,B,1,2.5
2015/5/13 3:38,B,6k,-5,cwsgt810,5k,-4,Ranked,19,0,B,1,1.5
2015/5/14 4:9,B,6k,-5,NX200,5k,-4,Ranked,19,0,B,1,Time
2015/5/15 2:43,B,6k,-5,kpfleger,6k,-5,Ranked,19,0,B,1,45.5
2015/5/18 2:27,W,6k,-5,big,8k,-7,Ranked,19,2,W,1,Res.
2015/5/19 3:41,B,6k,-5,skamigou,4k,-3,Ranked,19,2,W,0,19.5
2015/5/19 4:17,B,6k,-5,ttaa,1k,0,Ranked,19,5,W,0,Res.
2015/5/20 3:22,W,6k,-5,bcas1984,6k,-5,Ranked,19,0,B,0,1.5
2015/5/20 4:13,B,6k,-5,vorpal,5k,-4,Ranked,19,0,W,0,Res.
2015/5/21 4:7,W,6k,-5,mogo,8k,-7,Ranked,19,2,B,0,Time
2015/5/21 4:18,B,6k,-5,snowlynx,6k,-5,Ranked,19,0,W,0,Res.
2015/5/23 2:33,B,6k,-5,Lolo,4k,-3,Ranked,19,2,B,1,21.5
2015/5/23 17:53,B,6k,-5,UBIK,5k,-4,Ranked,19,0,W,0,Time
2015/5/23 23:46,W,6k,-5,AyameTan,7k,-6,Ranked,19,0,B,0,Res.
2015/5/24 0:6,W,6k,-5,AyameTan,7k,-6,Ranked,19,0,B,0,Res.
2015/5/24 19:16,B,6k,-5,tacoTaco,3k,-2,Ranked,19,3,B,1,8.5
2015/5/24 23:16,W,6k,-5,proc,6k,-5,Ranked,19,0,W,1,Time
2015/5/25 4:12,B,6k,-5,sirokurogo,4k,-3,Ranked,19,2,W,0,3.5
2015/5/27 3:41,W,6k,-5,ootu504,6k,-5,Ranked,19,0,W,1,Res.
2015/5/28 4:3,W,6k,-5,ed16k4now,12k,-11,Ranked,19,6,W,1,63.5
2015/5/29 4:1,B,6k,-5,meari,6k,-5,Ranked,19,0,W,0,Res.
2015/5/29 4:25,B,6k,-5,milelong8,5k,-4,Ranked,19,0,W,0,35.5
2015/5/29 16:50,W,6k,-5,Photon,8k,-7,Ranked,19,2,B,0,Res.
2015/5/29 17:17,W,6k,-5,Schachus12,7k,-6,Ranked,19,0,W,1,Res.
2015/5/29 17:33,W,6k,-5,qwaq,7k,-6,Ranked,19,0,W,1,Forf.
2015/5/29 18:1,B,6k,-5,slinfolo,5k,-4,Ranked,19,0,W,0,21.5
2015/5/30 4:19,B,6k,-5,milelong8,6k,-5,Ranked,19,0,B,1,11.5
2015/5/30 11:25,W,6k,-5,liroye3,8k,-7,Ranked,19,2,W,1,Res.
2015/6/1 2:56,B,6k,-5,cowbuki,5k,-4,Ranked,19,0,W,0,Time
2015/6/1 3:6,B,6k,-5,soram,5k,-4,Ranked,19,0,W,0,Res.
2015/6/2 3:38,W,6k,-5,mon0010,7k,-6,Ranked,19,0,W,1,Forf.
2015/6/2 6:16,B,6k,-5,fhfhf,6k,-5,Ranked,19,0,W,0,Res.
2015/6/2 6:36,B,6k,-5,stajima,5k,-4,Ranked,19,0,B,1,10.5
2015/6/2 18:53,B,6k,-5,Jazzman,1d,1,Ranked,19,6,W,0,Time
2015/6/2 19:3,B,6k,-5,fhfhf,6k,-5,Ranked,19,0,B,1,Forf.
2015/6/2 19:4,W,6k,-5,fhfhf,6k,-5,Ranked,19,0,B,0,Res.
2015/6/2 19:19,W,6k,-5,fantosam,7k,-6,Ranked,19,0,W,1,27.5
2015/6/2 22:26,W,6k,-5,Snowflake,7k,-6,Ranked,19,0,W,1,Res.
2015/6/3 2:46,B,6k,-5,Billybob,3k,-2,Ranked,19,3,W,0,Res.
2015/6/3 3:10,B,6k,-5,ukkaripoka,6k,-5,Ranked,19,0,B,1,22.5
2015/6/3 4:48,B,6k,-5,ruiy,4k,-3,Ranked,19,2,W,0,Res.
2015/6/3 4:57,B,6k,-5,arakan8,6k,-5,Ranked,19,0,W,0,Res.
2015/6/4 3:32,W,6k,-5,tomat2,7k,-6,Ranked,19,0,B,0,16.5
2015/6/4 3:58,W,6k,-5,sakage,7k,-6,Ranked,19,0,W,1,Res.
2015/6/5 2:1,W,6k,-5,askinoas,7k?,-6,Ranked,19,0,B,0,Res.
2015/6/5 2:29,W,6k,-5,rijicho,11k,-10,Ranked,19,5,B,0,Res.
2015/6/7 3:14,B,6k,-5,Tanax,6k,-5,Ranked,19,0,B,1,Res.
2015/6/7 3:25,W,6k,-5,gost,8k,-7,Ranked,19,2,W,1,Res.
2015/6/8 21:34,B,6k,-5,catnip,3k,-2,Ranked,19,3,W,0,Res.
2015/6/8 22:12,B,6k,-5,goulden,5k,-4,Ranked,19,0,B,1,Res.
2015/6/8 22:37,W,6k,-5,birdbolter,8k,-7,Ranked,19,2,W,1,Res.
2015/6/9 4:3,W,6k,-5,Setell,6k,-5,Ranked,19,0,W,1,2.5
2015/6/10 2:38,B,6k,-5,Meep,2k,-1,Ranked,19,4,W,0,Time
2015/6/10 3:4,W,6k,-5,sakage,7k,-6,Ranked,19,0,W,1,Res.
2015/6/11 3:26,W,6k,-5,Lantsford,7k,-6,Ranked,19,0,B,0,Res.
2015/6/11 4:10,B,6k,-5,soram,5k,-4,Ranked,19,0,W,0,Res.
2015/6/11 4:15,B,6k,-5,kanan,6k,-5,Ranked,19,0,B,1,11.5
2015/6/11 4:38,B,6k,-5,wpchihara,6k,-5,Ranked,19,0,W,0,Res.
2015/6/12 1:37,B,6k,-5,cjp3,6k,-5,Ranked,19,0,B,1,Res.
2015/6/12 2:1,B,6k,-5,gatto,6k,-5,Ranked,19,0,B,1,4.5
2015/6/12 5:20,B,6k,-5,mkino,3k,-2,Ranked,19,3,B,1,Res.
2015/6/16 4:22,W,6k,-5,AyameTan,7k,-6,Ranked,19,0,W,1,Res.
2015/6/17 0:34,B,6k,-5,UBIK,5k,-4,Ranked,19,0,W,0,5.5
2015/6/17 4:59,W,6k,-5,jijirro,8k,-7,Ranked,19,2,W,1,Res.
2015/6/17 5:38,B,6k,-5,uranaka,5k,-4,Ranked,19,0,B,1,Res.
2015/6/17 17:58,B,6k,-5,DavidLG,5k,-4,Ranked,19,0,W,0,Res.
2015/6/17 18:15,B,6k,-5,DavidLG,5k,-4,Ranked,19,0,B,1,23.5
2015/6/17 20:10,B,6k,-5,Zaemon,5k,-4,Ranked,19,0,W,0,6.5
2015/6/17 23:53,B,6k,-5,missafan,6k,-5,Ranked,19,0,B,1,Res.
2015/6/18 0:16,W,6k,-5,JohnWesley,9k,-8,Ranked,19,3,W,1,18.5
2015/6/18 0:58,B,6k,-5,marting,4k?,-3,Ranked,19,2,B,1,Res.
2015/6/18 4:52,B,6k,-5,mkino,5k,-4,Ranked,19,0,B,1,Res.
2015/6/18 5:32,W,6k,-5,enfi,7k,-6,Ranked,19,0,W,1,Time
2015/6/18 6:21,B,6k,-5,DavidLG,5k,-4,Ranked,19,0,W,0,Res.
2015/6/19 0:8,B,6k,-5,Bahji,4k,-3,Ranked,19,2,W,0,Res.
2015/6/19 0:35,B,6k,-5,naka50024,1d,1,Ranked,19,6,B,1,Forf.
2015/6/19 0:43,B,6k,-5,reika,1d,1,Ranked,19,6,B,1,Res.
2015/6/19 0:50,B,6k,-5,cwsgt810,5k,-4,Ranked,19,0,B,1,Time
2015/6/19 2:51,B,6k,-5,calm,6k,-5,Ranked,19,0,B,1,18.5
2015/6/19 19:46,W,6k,-5,fhfhf,6k,-5,Ranked,19,0,W,1,Forf.
2015/6/19 19:46,B,6k,-5,juhovuori,2k,-1,Ranked,19,4,B,1,Res.
2015/6/19 21:11,B,6k,-5,dodofish,3k,-2,Ranked,19,3,W,0,Res.
2015/6/19 21:21,B,6k,-5,Almighty,5k,-4,Ranked,19,0,W,0,14.5
2015/6/19 21:34,B,6k,-5,tamtipac,1k,0,Ranked,19,5,B,1,7.5
2015/6/19 21:55,W,6k,-5,mahawk,7k,-6,Ranked,19,0,B,0,7.5
2015/6/19 22:11,B,6k,-5,thomb,6k,-5,Ranked,19,0,W,0,Res.
2015/6/19 22:17,B,6k,-5,FFGO72,4k,-3,Ranked,19,2,B,1,Res.
2015/6/19 22:39,B,6k,-5,spode,4k,-3,Ranked,19,2,B,1,13.5
2015/6/20 0:5,B,6k,-5,ttaa,1k,0,Ranked,19,5,B,1,Res.
2015/6/20 1:4,W,6k,-5,hiro774,6k,-5,Ranked,19,0,B,0,Res.
2015/6/20 1:26,W,6k,-5,hiro774,6k,-5,Ranked,19,0,W,1,Res.
2015/6/20 2:23,B,6k,-5,hiroiman,5k,-4,Ranked,19,0,B,1,Res.
2015/6/20 3:47,B,6k,-5,ekifukki,4k,-3,Ranked,19,2,W,0,Res.
2015/6/20 4:24,W,6k,-5,vernon,7k,-6,Ranked,19,0,W,1,Res.
2015/6/23 19:47,B,6k,-5,GhostGo,6k,-5,Ranked,19,0,W,0,Res.
2015/6/23 20:15,W,6k,-5,pogo,6k,-5,Ranked,19,0,B,0,5.5
2015/6/23 20:42,W,6k,-5,gooooooooo,9k,-8,Ranked,19,3,W,1,5.5
2015/6/23 21:7,B,6k,-5,gothic,6k,-5,Ranked,19,0,B,1,Res.
2015/6/23 21:45,B,6k,-5,SavvaAnto,5k,-4,Ranked,19,0,W,0,15.5
2015/6/23 22:40,W,6k,-5,Gninil,6k,-5,Ranked,19,0,B,0,Res.
2015/6/23 23:2,B,6k,-5,polly,5k,-4,Ranked,19,0,W,0,6.5
2015/6/23 23:35,B,6k,-5,hiroiman,5k,-4,Ranked,19,0,W,0,39.5
2015/6/24 0:4,B,6k,-5,kuabc12,6k,-5,Ranked,19,0,W,0,Res.
2015/6/24 3:3,W,6k,-5,dooku,10k,-9,Ranked,19,4,B,0,1.5
2015/6/24 3:31,B,6k,-5,maxpz,5k,-4,Ranked,19,0,W,0,Res.
2015/6/24 4:0,W,6k,-5,tomat2,7k,-6,Ranked,19,0,W,1,10.5
2015/6/24 22:58,W,6k,-5,hankakusai,8k,-7,Ranked,19,2,W,1,Forf.
2015/6/24 22:59,W,6k,-5,hankakusai,8k,-7,Ranked,19,2,W,1,Forf.
2015/6/24 22:59,W,6k,-5,andrewm,7k,-6,Ranked,19,0,W,1,Res.
2015/6/24 23:25,W,6k,-5,Nakanaka7,7k,-6,Ranked,19,0,B,0,6.5
2015/6/24 23:44,B,6k,-5,yonezawa,4k,-3,Ranked,19,2,B,1,26.5
2015/6/25 0:17,W,6k,-5,Scribble,7k,-6,Ranked,19,0,B,0,7.5
2015/6/25 0:40,W,6k,-5,Scribble,7k,-6,Ranked,19,0,W,1,Res.
2015/6/25 1:2,B,6k,-5,frooper,1k,0,Ranked,19,5,W,0,21.5
2015/6/26 2:21,W,6k,-5,takaji9160,8k,-7,Ranked,19,2,W,1,38.5
2015/6/26 2:51,W,6k,-5,AWildSheep,6k,-5,Ranked,19,0,W,1,4.5
2015/6/26 6:59,B,6k,-5,sn2818,6k,-5,Ranked,19,0,B,1,Res.
2015/8/18 0:44,B,5k,-4,yokonak,5k,-4,Ranked,19,0,B,1,Res.
2015/8/18 20:5,W,5k,-4,zz9,9k,-8,Ranked,19,4,W,1,10.5
2015/8/19 22:35,W,5k,-4,takaaletsu,6k,-5,Ranked,19,0,W,1,9.5
2015/8/20 23:25,B,5k,-4,dragon8,3k,-2,Ranked,19,2,B,1,Forf.
2015/8/20 23:25,B,5k,-4,Gotarist,3k,-2,Ranked,19,2,W,0,Res.
2015/8/20 23:53,W,5k,-4,tomat2,7k,-6,Ranked,19,2,W,1,Res.
2015/8/21 19:44,W,5k,-4,Bernit,7k,-6,Ranked,19,2,W,1,46.5
2015/8/22 20:10,W,5k,-4,anya,10k,-9,Ranked,19,5,B,0,Res.
2015/8/22 20:45,B,5k,-4,Mathkute,2k,-1,Ranked,19,3,W,0,Res.
2015/8/22 20:56,B,5k,-4,Kibarin,5k,-4,Ranked,19,0,W,0,Res.
2015/8/23 21:19,W,5k,-4,hunyadi,8k,-7,Ranked,19,3,W,1,9.5
2015/8/24 22:33,W,5k,-4,ds58,8k,-7,Ranked,19,3,W,1,Res.
2015/8/25 20:57,W,5k,-4,Cabislaw,9k,-8,Ranked,19,4,W,1,Time
2015/8/26 16:51,W,5k,-4,SimpleMind,7k,-6,Ranked,19,2,W,1,9.5
2015/8/27 19:39,B,5k,-4,shui48,4k,-3,Ranked,19,0,W,0,Res.
2015/8/27 20:12,W,5k,-4,Fzz,5k,-4,Ranked,19,0,B,0,Res.
2015/8/28 22:57,W,5k,-4,Scribble,7k,-6,Ranked,19,2,W,1,Res.
2015/8/30 23:43,B,5k,-4,rwf531x,3k,-2,Ranked,19,2,B,1,Res.
2015/8/31 22:21,W,5k,-4,robertmk,5k,-4,Ranked,19,0,B,0,Res.
2015/8/31 22:45,B,5k,-4,nestango,2k,-1,Ranked,19,3,W,0,Res.
2015/8/31 22:59,W,5k,-4,hailstone,9k,-8,Ranked,19,4,B,0,8.5
2015/8/31 23:29,B,5k,-4,runno1,3k,-2,Ranked,19,2,B,1,Res.
2015/9/2 0:28,W,5k,-4,taketwo,6k,-5,Ranked,19,0,B,0,Res.
2015/9/2 0:43,W,5k,-4,mkmkmk,5k,-4,Ranked,19,0,W,1,Res.
2015/9/2 1:12,W,5k,-4,ilken,6k,-5,Ranked,19,0,B,0,Res.
2015/9/2 1:27,B,5k,-4,KimuraTetu,3k,-2,Ranked,19,2,B,1,Res.
2015/9/3 0:5,W,5k,-4,bill321,8k,-7,Ranked,19,3,B,0,Res.
2015/9/3 0:19,B,5k,-4,sanadamaru,5k,-4,Ranked,19,0,B,1,Res.
2015/9/3 0:32,W,5k,-4,nebako,5k,-4,Ranked,19,0,B,0,Res.
2015/9/3 0:44,B,5k,-4,hideo,4k,-3,Ranked,19,0,W,0,Res.
2015/9/3 1:0,B,5k,-4,aaaau,1d,1,Ranked,19,5,W,0,Res.
2015/9/3 1:7,W,5k,-4,benalong,9k,-8,Ranked,19,4,B,0,3.5
2015/9/3 23:56,W,5k,-4,uniganasa,6k,-5,Ranked,19,0,B,0,Res.
2015/9/4 0:7,B,5k,-4,Sipaktli,4k,-3,Ranked,19,0,W,0,Res.
2015/9/4 0:33,W,5k,-4,kuabc12,6k,-5,Ranked,19,0,B,0,Res.
2015/9/7 22:7,W,5k,-4,AkBulachny,6k,-5,Ranked,19,0,W,1,Res.
2015/9/9 22:58,W,5k,-4,kuabc12,6k,-5,Ranked,19,0,B,0,Res.
2015/9/9 23:28,W,5k,-4,bill321,8k,-7,Ranked,19,3,B,0,Res.
2015/9/9 23:44,W,5k,-4,bill321,8k,-7,Ranked,19,3,W,1,Res.
2015/9/11 22:45,B,5k,-4,udaman,3k,-2,Ranked,19,2,B,1,Res.
2015/9/12 19:23,W,5k,-4,yamatodad,6k,-5,Ranked,19,0,W,1,Res.
2015/9/13 0:42,W,5k,-4,asaosa2012,6k,-5,Ranked,19,0,W,1,35.5
2015/9/13 20:34,W,5k,-4,anegroo,7k,-6,Ranked,19,2,B,0,Res.
2015/9/13 21:0,W,5k,-4,tal23,5k,-4,Ranked,19,0,W,1,Res.
2015/9/13 21:21,B,5k,-4,tal23,5k,-4,Ranked,19,0,B,1,Res.
2015/9/14 2:33,W,5k,-4,QQm,5k,-4,Ranked,19,0,W,1,18.5
2015/9/15 0:36,W,5k,-4,kkanobi,6k,-5,Ranked,19,0,W,1,Res.
2015/9/15 21:22,W,5k,-4,kaneko,5k,-4,Ranked,19,0,W,1,3.5
2015/9/16 20:8,W,5k,-4,minechan,6k,-5,Ranked,19,0,B,0,2.5
2015/9/16 20:33,W,5k,-4,uniganasa,6k,-5,Ranked,19,0,W,1,Res.
2015/9/17 2:19,B,5k,-4,takasei41,4k,-3,Ranked,19,0,W,0,Res.
2015/9/17 2:38,W,5k,-4,Byto,10k,-9,Ranked,19,5,B,0,7.5
2015/9/17 2:55,B,5k,-4,ito,4k,-3,Ranked,19,0,B,1,Res.
2015/9/18 1:3,B,5k,-4,shui48,4k,-3,Ranked,19,0,W,0,21.5
2015/9/22 1:6,B,5k,-4,oimoototo,3k,-2,Ranked,19,2,B,1,Res.
2015/9/22 22:14,B,5k,-4,Tuban,3k,-2,Ranked,19,2,W,0,Res.
2015/9/22 22:23,W,5k,-4,pontan,5k,-4,Ranked,19,0,W,1,47.5
2015/9/23 19:28,W,5k,-4,Rex5,5k,-4,Ranked,19,0,B,0,Res.
2015/9/23 19:52,W,5k,-4,kikielo,10k,-9,Ranked,19,5,W,1,72.5
2015/9/24 1:36,B,5k,-4,gomei,4k,-3,Ranked,19,0,W,0,Res.
2015/9/24 1:52,B,5k,-4,runno1,3k,-2,Ranked,19,2,W,0,Res.
2015/9/24 20:3,W,5k,-4,koxune,5k,-4,Ranked,19,0,W,1,51.5
2015/9/24 23:58,B,5k,-4,panxb,5k,-4,Ranked,19,0,B,1,3.5
2015/9/25 19:15,W,5k,-4,czl,6k,-5,Ranked,19,0,B,0,Res.
2015/9/25 19:29,B,5k,-4,shui48,4k,-3,Ranked,19,0,B,1,17.5
2015/9/25 21:8,W,5k,-4,gonguhm,7k,-6,Ranked,19,2,W,1,Res.
2015/9/26 23:16,B,5k,-4,yaksu,4k,-3,Ranked,19,0,W,0,Res.
2015/9/26 23:30,B,5k,-4,kozan,4k,-3,Ranked,19,0,B,1,Res.
2015/9/27 17:37,B,5k,-4,PElcoco,4k,-3,Ranked,19,0,B,1,Res.
2015/9/27 22:30,W,5k,-4,gonguhm,7k,-6,Ranked,19,2,B,0,Res.
2015/9/27 22:53,B,5k,-4,wilwal6re,5k,-4,Ranked,19,0,B,1,Res.
2015/9/28 2:7,W,5k,-4,AndreiM,7k,-6,Ranked,19,2,B,0,8.5
2015/9/30 4:8,W,5k,-4,dumagutee,5k,-4,Ranked,19,0,W,1,9.5
2015/10/1 0:46,W,5k,-4,Tesseract,9k,-8,Ranked,19,4,W,1,12.5
2015/10/1 23:39,B,5k,-4,superko,5k,-4,Ranked,19,0,B,1,Res.
2015/10/2 4:13,W,5k,-4,derekvic,6k,-5,Ranked,19,0,B,0,Res.
2015/10/2 4:24,B,5k,-4,rsf,3k,-2,Ranked,19,2,B,1,21.5
2015/10/5 20:31,W,5k,-4,gokl,7k,-6,Ranked,19,2,W,1,Res.
2015/10/6 2:11,W,5k,-4,golgo13,7k,-6,Ranked,19,2,B,0,Res.
2015/10/7 3:32,B,5k,-4,qazxcvbnm,4k,-3,Ranked,19,0,W,0,Res.
2015/10/8 3:49,B,5k,-4,lazlo,4k,-3,Ranked,19,0,W,0,Res.
2015/10/8 3:57,W,5k,-4,cwsgt810,5k,-4,Ranked,19,0,B,0,Res.
2015/10/10 21:38,B,5k,-4,echopolice,5k,-4,Ranked,19,0,W,0,Res.
